author,title,year,isbn,publisher,address,url,doi,abstract,booktitle,articleno,numpages,keywords,location,series,pages
"Park, Sanghoo and Kim, Sangmi and Han, Seungmi",Analysis of multitasking in the context of using multiple mobile devices: a qualitative research,2014,9788968487521,"Hanbit Media, Inc.","Seoul, KOR",https://doi.org/10.1145/2702123.2702405,10.1145/2702123.2702405,"As a mobile device including smartphones has become one of necessities in everyday life, people are enabled to work on any tasks they want at any time. Moreover, due to mobility and advanced computing system in mobile devices, the users have been habituated to multi-tasking on the devices. We conducted a qualitative study in order to explore multitasking behaviors within the context of using multiple mobile devices. With 19 mobile device users, individual in-depth interviews were carried out. The data from the interviews were analyzed based on grounded theory. In conclusion, various factors such as the number and characteristics of devices, relationships between the tasks have influences on multi-tasking behaviors. Implications and limitations of this study were presented.",Proceedings of HCI Korea,313,8,"user experience, multitasking, mobile devices, internet of things, human-computer interaction, grounded theory","Seoul, Republic of Korea",HCIK '15,404–411
"Lissermann, Roman and Huber, Jochen and Schmitz, Martin and Steimle, J\""{u}rgen and M\""{u}hlh\""{a}user, Max",Permulin: mixed-focus collaboration on multi-view tabletops,2014,9781450324731,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2556288.2557405,10.1145/2556288.2557405,"We contribute Permulin, an integrated set of interaction and visualization techniques for multi-view tabletops to support co-located collaboration across a wide variety of collaborative coupling styles. These techniques (1) provide support both for group work and for individual work, as well as for the transitions in-between, (2) contribute sharing and peeking techniques to support mutual awareness and group coordination during phases of individual work, (3) reduce interference during group work on a group view, and (4) directly integrate with conventional multi-touch input. We illustrate our techniques in a proof-of-concept implementation with the two example applications of map navigation and photo collages. Results from two user studies demonstrate that Permulin supports fluent transitions between individual and group work and exhibits unique awareness properties that allow participants to be highly aware of each other during tightly coupled collaboration, while being able to unobtrusively perform individual work during loosely coupled collaboration.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,10,"tabletop, personal input, multi-view, multi touch, mixed-focus collaboration, collaborative coupling styles","Toronto, Ontario, Canada",CHI '14,3191–3200
"Davis, Richard C. and Steppe, Kevin and Guan, Mengyuan and Khoo, Jing Ting and Zhang, Rui and Koh, Quee Boon",Flexible grouping and multiple centers for preserving simplicity and flexibility in animation sketches,2013,9781450322539,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2525194.2525208,10.1145/2525194.2525208,"Animation sketching tools have been shown to make creating animations fast and easy, but editing an animation can make it more complex and harder to modify. To preserve simplicity and flexibility while editing animations, we explored the use of flexible grouping structure and multiple centers for rotation and scaling. We built a modified version of the K-Sketch animation sketching system, which allows grouping structure and center of rotation and scaling to change over time. The modified K-Sketch preserves simplicity when centers change by automatically converting existing motions about the old center to motions about the new center. We evaluated our method by examining traditional and novel grouping methods and center management methods under difficult editing scenarios. We then built video prototypes of these scenarios and gathered feedback from animators.",Proceedings of the 11th Asia Pacific Conference on Computer Human Interaction,313,10,"animation, iinformal interfaces, pen-based user interfaces, sketching","Bangalore, India",APCHI '13,73–82
"Wang, Yiran and Echenique, Andy and Shelton, Martin and Mark, Gloria",A comparative evaluation of multiple chat stream interfaces for information-intensive environments,2013,9781450318990,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2470654.2481375,10.1145/2470654.2481375,"For information workers who monitor numerous constantly updating data streams, conserving cognitive resources is crucial. This study evaluated how an interface affects information workers' ability to grasp critical information from multiple text-based chat streams under time pressure. We designed and built a working prototype that displays ten chat streams simultaneously in standard chat windows (ST) and ticker tapes (TT). We conducted a lab experiment to evaluate differences in how these two interfaces support signal and context detection. We found that with ST, participants detected significantly more target words (SAT words) with rarer frequency and significantly more context information (disaster facts) than with TT. Our results show that while TT is potentially better for overview scanning of multiple streams, ST is likely to be better for multi-tasking. Our study informs the design of future multi-chat systems so that large amounts of information can be easier to detect and process.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,4,"monitoring multiple text-based streams, interface evaluation, information workers, empirical study","Paris, France",CHI '13,2717–2720
"Xu, Wenchang and Yu, Chun and Zhao, Songmin and Liu, Jie and Shi, Yuanchun",Facilitating parallel web browsing through multiple-page view,2013,9781450318990,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2470654.2481297,10.1145/2470654.2481297,"Parallel web browsing describes the behavior where users visit web pages in multiple concurrent threads. Qualitative studies have observed this activity being performed with multiple browser windows or tabs. However, these solutions are not satisfying since a large amount of time is wasted on switch among windows and tabs. In this paper, we propose the multiple-page view to facilitate parallel web browsing. Specifically, we provide users with the experience of visiting multiple web pages in one browser window and tab with extensions of prevalent desktop web browsers. Through user study and survey, we found that 2-4 pages within the window size were preferred for multiple-page view in spite of the diverse screen sizes and resolutions. Analytical results of logs from the user study also showed an improvement of 26.3% in users' efficiency of performing parallel web browsing tasks, compared to traditional browsing with multiple windows or tabs.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,4,"user study, parallel web browsing, multiple-page view","Paris, France",CHI '13,2167–2170
"Fuchs, Johannes and Fischer, Fabian and Mansmann, Florian and Bertini, Enrico and Isenberg, Petra",Evaluation of alternative glyph designs for time series data in a small multiple setting,2013,9781450318990,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2470654.2466443,10.1145/2470654.2466443,"We present the results of a controlled experiment to investigate the performance of different temporal glyph designs in a small multiple setting. Analyzing many time series at once is a common yet difficult task in many domains, for example in network monitoring. Several visualization techniques have, thus, been proposed in the literature. Among these, iconic displays or glyphs are an appropriate choice because of their expressiveness and effective use of screen space. Through a controlled experiment, we compare the performance of four glyphs that use different combinations of visual variables to encode two properties of temporal data: a) the position of a data point in time and b) the quantitative value of this data point. Our results show that depending on tasks and data density, the chosen glyphs performed differently. Line Glyphs are generally a good choice for peak and trend detection tasks but radial encodings are more effective for reading values at specific temporal locations. From our qualitative analysis we also contribute implications for designing temporal glyphs for small multiple settings.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,10,"time series, small multiples, information visualization, glyphs, evaluation","Paris, France",CHI '13,3237–3246
"Ayobi, Amid and Marshall, Paul and Cox, Anna L.",Trackly: A Customisable and Pictorial Self-Tracking App to Support Agency in Multiple Sclerosis Self-Care,2020,9781450367080,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/3313831.3376809,10.1145/3313831.3376809,"Self-tracking is an important part of self-care. However, predefined self-tracking approaches can impede people's agency in managing their health. We investigated a customisable and pictorial self-tracking approach in multiple sclerosis self-management by implementing and conducting a field study of Trackly: a prototype app that supports people in defining and colouring pictorial trackers, such as body shapes. We found that participants utilised the elements of Trackly designed to support agentive behaviour: they defined personally meaningful tracking parameters in their own words, and particularly valued being able to flexibly colour in and make sense of their pictorial trackers. Having been able to support their individual self-care intentions with Trackly, participants reported a spectrum of interrelated experiences of agency, including a sense of ownership, identity, self-awareness, mindfulness, and control. Our findings demonstrate the importance of supporting people's individual needs and creative capacities to foster mindful and personally meaningful engagement with health and wellbeing data.",Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems,313,15,"agency, bullet journaling, customisation, customization, mindfulness, mood tracking, perceived control, self-awareness, self-reflection, self-tracking, symptom monitoring","Honolulu, HI, USA",CHI '20,1–15
"Miller, Gregor and Fels, Sidney and Al Hajri, Abir and Ilich, Michael and Foley-Fisher, Zoltan and Fernandez, Manuel and Jang, Daesik",MediaDiver: viewing and annotating multi-view video,2011,9781450302685,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1979742.1979711,10.1145/1979742.1979711,"We propose to bring our novel rich media interface called MediaDiver demonstrating our new interaction techniques for viewing and annotating multiple view video. The demonstration allows attendees to experience novel moving target selection methods (called Hold and Chase), new multi-view selection techniques, automated quality of view analysis to switch viewpoints to follow targets, integrated annotation methods for viewing or authoring meta-content and advanced context sensitive transport and timeline functions. As users have become increasingly sophisticated when managing navigation and viewing of hyper-documents, they transfer their expectations to new media. Our proposal is a demonstration of the technology required to meet these expectations for video. Thus users will be able to directly click on objects in the video to link to more information or other video, easily change camera views and mark-up the video with their own content. The applications of this technology stretch from home video management to broadcast quality media production, which may be consumed on both desktop and mobile platforms.",CHI '11 Extended Abstracts on Human Factors in Computing Systems,313,6,"video annotation, rich media viewing, multi-view interaction","Vancouver, BC, Canada",CHI EA '11,1141–1146
"Kato, Jun and Sakamoto, Daisuke and Inami, Masahiko and Igarashi, Takeo",Multi-touch interface for controlling multiple mobile robots,2009,9781605582474,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1520340.1520500,10.1145/1520340.1520500,"We must give some form of a command to robots in order to have the robots do a complex task. An initial instruction is required even if they do their tasks autonomously. We therefore need interfaces for the operation and teaching of robots. Natural languages, joysticks, and other pointing devices are currently used for this purpose. These interfaces, however, have difficulty in operating multiple robots simultaneously. We developed a multi-touch interface with a top-down view from a ceiling camera for controlling multiple mobile robots. The user specifies a vector field followed by all robots on the view. This paper describes the user interface and its implementation, and future work of the project.",CHI '09 Extended Abstracts on Human Factors in Computing Systems,313,6,"multiple-robot operation, multi-touch interface, human robot interaction, home robot, entertainment robot","Boston, MA, USA",CHI EA '09,3443–3448
"Hutchings, Dugald",An investigation of Fitts' law in a multiple-display environment,2012,9781450310154,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2207676.2208736,10.1145/2207676.2208736,"We describe the design and analysis of a Fitts' law experiment, conducted in a multiple-display environment (MDE), in which the physical gap between displays and the proximity of targets to the gap systematically varied. Participants achieved decreasing throughput values (a combined measure of movement time and accuracy in a target acquisition task) under increasing gap sizes. Participants likewise performed relatively poorly in tasks involving monitor crossing over all gap conditions, especially so when motion either originates or terminates very close to the gap. Both results could be considered surprising since in either case, the amount of mouse movement needed to successfully execute the task does not change based on physical gap size or a target's proximity to the edge. Fitts' law may underestimate the difficulty of movement tasks in MDEs.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,4,"throughput, multiple-display environment, fitts' law","Austin, Texas, USA",CHI '12,3181–3184
"Doyle, Julie and Murphy, Emma and Kuiper, Janneke and Smith, Suzanne and Hannigan, Caoimhe and Jacobs, An and Dinsmore, John",Managing Multimorbidity: Identifying Design Requirements for a Digital Self-Management Tool to Support Older Adults with Multiple Chronic Conditions,2019,9781450359702,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/3290605.3300629,10.1145/3290605.3300629,"Older adults with multiple chronic conditions (multimorbidity) face complex self-management routines, including symptom monitoring, managing multiple medications, coordinating healthcare visits, communicating with multiple healthcare providers and processing and managing potentially conflicting advice on conditions. While much research exists on single disease management, little, if any research has explored the topic of technology to support those with multimorbidity, particularly older adults, to self-manage with support from a care network. This paper describes a large qualitative study with 125 participants, including older adults with multimorbidity and those who care for them, across two European countries. Key findings related to the: impact of multimorbidity, complexities involved in self-management, motivators and barriers to self-management, sources of support and poor communication as a barrier to care coordination. We present important concepts and design features for a digital health system that aim to address requirements derived from this study.",Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,313,14,"self-management, older adults, multimorbidity, digital health","Glasgow, Scotland Uk",CHI '19,1–14
"Brudy, Frederik and Holz, Christian and R\""{a}dle, Roman and Wu, Chi-Jui and Houben, Steven and Klokmose, Clemens Nylandsted and Marquardt, Nicolai","Cross-Device Taxonomy: Survey, Opportunities and Challenges of Interactions Spanning Across Multiple Devices",2019,9781450359702,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/3290605.3300792,10.1145/3290605.3300792,"Designing interfaces or applications that move beyond the bounds of a single device screen enables new ways to engage with digital content. Research addressing the opportunities and challenges of interactions with multiple devices in concert is of continued focus in HCI research. To inform the future research agenda of this field, we contribute an analysis and taxonomy of a corpus of 510 papers in the cross-device computing domain. For both new and experienced researchers in the field we provide: an overview, historic trends and unified terminology of cross-device research; discussion of major and under-explored application areas; mapping of enabling technologies; synthesis of key interaction techniques spanning across multiple devices; and review of common evaluation strategies. We close with a discussion of open issues. Our taxonomy aims to create a unified terminology and common understanding for researchers in order to facilitate and stimulate future cross-device research.",Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,313,28,"taxonomy, survey, multi-device, distributed user interfaces, cross-surface, cross-device interaction, cross-device computing","Glasgow, Scotland Uk",CHI '19,1–28
"Marsden, Nicola and Pr\""{o}bster, Monika",Personas and Identity: Looking at Multiple Identities to Inform the Construction of Personas,2019,9781450359702,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/3290605.3300565,10.1145/3290605.3300565,"Personas are valuable tools to help designers get to know their users and adopt their perspectives. Yet people are complex and multiple identities have to be considered in their interplay to account for a comprehensive representation otherwise, personas might be superficial and prone to activate stereotypes. Therefore, the way users' identities are presented in a limited set of personas is crucial to account for diversity and highlight facets which otherwise would go unnoticed. In this paper, we introduce an approach to the development of personas informed by social identity theory. The effectiveness of this approach is investigated in a qualitative study in the context of the design process for an e-learning platform for women in tech. The results suggest that considering multiple identities in the construction of personas adds value when designing technologies.",Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,313,14,"social identity, qualitative study, personas, gender, co-design","Glasgow, Scotland Uk",CHI '19,1–14
"Hutama, William and Song, Peng and Fu, Chi-Wing and Goh, Wooi Boon",Distinguishing multiple smart-phone interactions on a multi-touch wall display using tilt correlation,2011,9781450302289,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1978942.1979433,10.1145/1978942.1979433,"While very large collaborative surfaces are already being widely employed to facilitate concurrent interactions with multiple users, they involve no personalization in the touch interactions. Augmenting them to identify the touch interactions with multiple smart-phones can enable interesting co-located communal applications with context-based personalized interactions and information exchange amongst users' portable devices and the shared wall display. This paper proposes a novel matching technique, called tilt correlation, which employs the built-in tilt sensor to identify smart-phones that make concurrent two-point contacts on a common multi-touch wall display. Experimental investigations suggest that the resultant error rate is relatively low; in addition, we also propose a quantitative measure, called the Bourne Identity Index to allow application designers to determine the reliability of each device identification.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,4,"personal handheld device, multi-touch interaction, collaborative interactions","Vancouver, BC, Canada",CHI '11,3315–3318
"Quinn, Philip and Cockburn, Andy and R\""{a}ih\""{a}, Kari-Jouko and Delamarche, J\'{e}r\^{o}me",On the costs of multiple trajectory pointing methods,2011,9781450302289,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1978942.1979067,10.1145/1978942.1979067,"Several enhanced pointing techniques aim to reduce the Fitts' law targeting distance by providing multiple target trajectories in the hope that a shorter path is available. However, these techniques introduce a search or decision component to pointing users must examine the alternatives available and decide upon the trajectory to use. We analyse these difficulties, present a methodology for examining them as well as other behaviour issues, and report empirical results of performance with pointer wrapping and Ninja cursors. Results show that offering multiple trajectories incurs a significant search or decision cost, and that users are therefore poor at capitalising on the theoretical benefits of reduced target distance.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,4,"wrapping cursors, search/decision, pointing, ninja cursors, multiple trajectories, fitt's law","Vancouver, BC, Canada",CHI '11,859–862
"Hutchings, Dugald Ralph and Stasko, John","Consistency, multiple monitors, and multiple windows",2007,9781595935939,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1240624.1240658,10.1145/1240624.1240658,"We present an evaluation of mudibo, a prototype system for determining the position of dialog boxes in a multiple-monitor system. The analysis shows that, when compared to a standard approach, mudibo offered a 24% decrease in time needed to begin interaction in a dialog box. Analysis of participant behavior in the evaluation provides insight into the way users perceive and act in multiple-monitor environments. Specifically, the notion of consistency changes for multiple-monitor systems and the prospect of adaptive algorithms becomes further complicated and intricate, especially for window management.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,4,"window management, multiple monitors, consistency","San Jose, California, USA",CHI '07,211–214
"Amershi, Saleema and Fogarty, James and Kapoor, Ashish and Tan, Desney",Examining multiple potential models in end-user interactive concept learning,2010,9781605589299,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1753326.1753531,10.1145/1753326.1753531,"End-user interactive concept learning is a technique for interacting with large unstructured datasets, requiring insights from both human-computer interaction and machine learning. This note re-examines an assumption implicit in prior interactive machine learning research, that interaction should focus on the question ""what class is this object?"". We broaden interaction to include examination of multiple potential models while training a machine learning system. We evaluate this approach and find that people naturally adopt revision in the interactive machine learning process and that this improves the quality of their resulting models for difficult concepts.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,4,end-user interactive concept learning,"Atlanta, Georgia, USA",CHI '10,1357–1360
"Sannon, Shruti and Bazarova, Natalya N. and Cosley, Dan","Privacy Lies: Understanding How, When, and Why People Lie to Protect Their Privacy in Multiple Online Contexts",2018,9781450356206,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/3173574.3173626,10.1145/3173574.3173626,"In this paper, we study online privacy lies: lies primarily aimed at protecting privacy. Going beyond privacy lenses that focus on privacy concerns or cost/benefit analyses, we explore how contextual factors, motivations, and individual-level characteristics affect lying behavior through a 356-person survey. We find that statistical models to predict privacy lies that include attitudes about lying, use of other privacy-protective behaviors (PPBs), and perceived control over information improve on models based solely on self-expressed privacy concerns. Based on a thematic analysis of open-ended responses, we find that the decision to tell privacy lies stems from a range of concerns, serves multiple privacy goals, and is influenced by the context of the interaction and attitudes about the morality and necessity of lying. Together, our results point to the need for conceptualizations of privacy lies-and PPBs more broadly-that account for multiple goals, perceived control over data, contextual factors, and attitudes about PPBs.",Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,313,13,"privacy-protective behaviors, privacy, deception, computer-mediated communication","Montreal QC, Canada",CHI '18,1–13
"Everitt, Katherine M. and Bragin, Tanya and Fogarty, James and Kohno, Tadayoshi","A comprehensive study of frequency, interference, and training of multiple graphical passwords",2009,9781605582467,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1518701.1518837,10.1145/1518701.1518837,"Graphical password systems have received significant attention as one potential solution to the need for more usable authentication, but nearly all prior work makes the unrealistic assumption of studying a single password. This paper presents the first study of multiple graphical passwords to systematically examine frequency of access to a graphical password, interference resulting from interleaving access to multiple graphical passwords, and patterns of access while training multiple graphical passwords. We find that all of these factors significantly impact the ease of authenticating using multiple facial graphical passwords. For example, participants who accessed four different graphical passwords per week were ten times more likely to completely fail to authenticate than participants who accessed a single password once per week. Our results underscore the need for more realistic evaluations of the use of multiple graphical passwords, have a number of implications for the adoption of graphical password systems, and provide a new basis for comparing proposed graphical password systems.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,10,"usable security, graphical passwords, authentication","Boston, MA, USA",CHI '09,889–898
"Kadaba, Nivedita R. and Yang, Xing-Dong and Irani, Pourang P.",Facilitating multiple target tracking using semantic depth of field (SDOF),2009,9781605582474,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1520340.1520669,10.1145/1520340.1520669,"Users of radar control systems and monitoring applications have to constantly extract essential information from dynamic scenes. In these environments a critical and elemental task consists of tracking multiple targets that are moving simultaneously. However, focusing on multiple moving targets is not trivial as it is very easy to lose continuity, particularly when the objects are situated within a very dense or cluttered background. While focus+context displays have been developed to improve users' ability to attend to important visual information, such techniques have not been applied to the visualization of moving objects. In this paper we evaluate the effectiveness of a focus+context technique, referred to as Semantic Depth of Field (SDOF), to the task of facilitating multiple target tracking. Results of our studies show an inclination for better performance with SDOF techniques, especially in low contrast scenarios.",CHI '09 Extended Abstracts on Human Factors in Computing Systems,313,6,"visualization, visual displays, target tracking, semantic depth of field, preattentive cues, moving targets, blurring","Boston, MA, USA",CHI EA '09,4375–4380
"Gunn, Tyler J. and Zhang, Hong and Mak, Ed and Irani, Pourang",An evaluation of one-handed techniques for multiple-target selection,2009,9781605582474,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1520340.1520638,10.1145/1520340.1520638,"Recent research has revealed that a large population of mobile users usually use one hand when interacting with mobile devices. However, very few techniques have been developed to support multiple-target selection. In this paper, we introduce Burst and ZoomTap, two techniques that aim to facilitate accurate and fast multiple-target acquisition with one-handed thumb operation on touch-based mobile devices. We compare our two techniques to Shift in a controlled experiment. The results show that for multiple-target selection, Burst and ZoomTap can outperform Shift; also according to the questionnaire, participants prefer Burst and ZoomTap to Shift.",CHI '09 Extended Abstracts on Human Factors in Computing Systems,313,6,"touchscreens, one-handed interaction, multiple target selection, mobile devices, input technique","Boston, MA, USA",CHI EA '09,4189–4194
"Zhang, Jiawei and Surakitbanharn, Chittayong and Elmqvist, Niklas and Maciejewski, Ross and Qian, Zhenyu and Ebert, David S.",TopoText: Context-Preserving Text Data Exploration Across Multiple Spatial Scales,2018,9781450356206,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/3173574.3173611,10.1145/3173574.3173611,"TopoText is a context-preserving technique for visualizing text data for multi-scale spatial aggregates to gain insight into spatial phenomena. Conventional exploration requires users to navigate across multiple scales but only presents the information related to the current scale. This limitation potentially adds more steps of interaction and cognitive overload to the users. TopoText renders multi-scale aggregates into a single visual display combining novel text-based encoding and layout methods that draw labels along the boundary or filled within the aggregates. The text itself not only summarizes the semantics at each individual scale, but also indicates the spatial coverage of the aggregates and their underlying hierarchical relationships. We validate TopoText with both a user study as well as several application examples.",Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,313,13,"typographic map, text visualization, multi-scale analysis, geospatial visualization, context preservation","Montreal QC, Canada",CHI '18,1–13
"Ayobi, Amid and Marshall, Paul and Cox, Anna L. and Chen, Yunan",Quantifying the Body and Caring for the Mind: Self-Tracking in Multiple Sclerosis,2017,9781450346559,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/3025453.3025869,10.1145/3025453.3025869,"Consumer health technologies have an enormous potential to transform the self-management of chronic conditions. However, it is unclear how individuals use self-tracking technologies to manage them. This in-depth interview study explores self-tracking practices in multiple sclerosis (MS), a complex neurological disease that causes physical, cognitive, and psychological symptoms. Our findings illustrate that when faced the unpredictable and degenerative nature of MS, individuals regained a sense of control by intertwining self-care practices with different self-tracking technologies. They engaged in disease monitoring, fitness tracking, and life journaling to quantify the body and care for the mind. We focus attention on the role of emotional wellbeing and the experience of control in self-tracking and managing MS. Finally, we discuss in which ways self-tracking technologies could support the experiential nature of control and foster mindful experiences rather than focusing only on tracking primary disease indicators.",Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems,313,13,"self-tracking, self-care technologies, personal informatics, perceived control, multiple sclerosis, chronic conditions","Denver, Colorado, USA",CHI '17,6889–6901
"Pawar, Udai Singh and Pal, Joyojeet and Gupta, Rahul and Toyama, Kentaro",Multiple mice for retention tasks in disadvantaged schools,2007,9781595935939,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1240624.1240864,10.1145/1240624.1240864,"This study evaluates single-mouse and multiple-mice configurations for computer-aided learning in schools where access to computers is limited due to resource constraints. Multimouse, a single display groupware solution, developed to allow multiple mice to be used simultaneously on a single PC, is compared with single-user-single-mouse and multiple-user-single-mouse scenarios. Multimouse itself is trialed with two unique interaction designs -- one where competitive interaction among students is encouraged, and another where more collaborative interaction is expected. Experiments were conducted with 238 schoolchildren from underprivileged households in rural India on an English vocabulary retention task. On the whole, Multimouse configurations (five users each) were found to be at par with single-user scenarios in terms of actual words learned by students. This suggests that the value of a PC can be inexpensively multiplied by employing a multi-input shared-use design. Gender effects were found, where boys show significant differences in learning depending on interaction modality, whereas girls learned at similar rates across configurations. In addition, a comparison of the two Multimouse modes -- collaborative and competitive -- showed the striking difference in learning outcomes and user behavior that is possible due to even slight variations in interaction designs for multiple-mice.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,10,"single display groupware, shared computers, multiple mice, education, developing nations","San Jose, California, USA",CHI '07,1581–1590
"Galicia, Leonardo",Supporting proactive planning of multiple activities,2007,9781595936424,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1240866.1240874,10.1145/1240866.1240874,"Many studies have shown that the nature of information work demands constant switching among multiple activities. This doctoral dissertation aims at expanding the understanding of the process and strategies involved in personal activity management (PAM), including planning, managing and organizing multiples activities and their resources, with the goal of designing, implementing and testing appropriate supportive information technology.",CHI '07 Extended Abstracts on Human Factors in Computing Systems,313,4,"planning activities, personal activity management, information technology","San Jose, CA, USA",CHI EA '07,1649–1652
"Wong, Jeffrey and Oh, Lui Min and Ou, Jiazhi and Ros\'{e}, Carolyn P. and Yang, Jie and Fussell, Susan R.",Sharing a single expert among multiple partners,2007,9781595935939,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1240624.1240668,10.1145/1240624.1240668,"Expertise to assist people on complex tasks is often in short supply. One solution to this problem is to design systems that allow remote experts to help multiple people in simultaneously. As a first step towards building such a system, we studied experts' attention and communication as they assisted two novices at the same time in a co-located setting. We compared simultaneous instruction when the novices are being instructed to do the same task or different tasks. Using machine learning, we attempted to identify speech markers of upcoming attention shifts that could serve as input to a remote assistance system.",Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,313,10,"video-mediated communication, remote expertise, remote collaborative physical tasks, multi-tasking, multi-party conversation, grounding, focus-of-attention","San Jose, California, USA",CHI '07,261–270
"Chen, Ke-Yu and Patel, Shwetak N. and Keller, Sean",Finexus: Tracking Precise Motions of Multiple Fingertips Using Magnetic Sensing,2016,9781450333627,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/2858036.2858125,10.1145/2858036.2858125,"With the resurgence of head-mounted displays for virtual reality, users need new input devices that can accurately track their hands and fingers in motion. We introduce Finexus, a multipoint tracking system using magnetic field sensing. By instrumenting the fingertips with electromagnets, the system can track fine fingertip movements in real time using only four magnetic sensors. To keep the system robust to noise, we operate each electromagnet at a different frequency and leverage bandpass filters to distinguish signals attributed to individual sensing points. We develop a novel algorithm to efficiently calculate the 3D positions of multiple electromagnets from corresponding field strengths. In our evaluation, we report an average accuracy of 1.33 mm, as compared to results from an optical tracker. Our real-time implementation shows Finexus is applicable to a wide variety of human input tasks, such as writing in the air.",Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems,313,11,"wearable, tracking, real-time, magnetic field, localization, fingertips, electromagnet, 3D space","San Jose, California, USA",CHI '16,1504–1514
"Lindt, Irma and Ohlenburg, Jan and Pankoke-Babatz, Uta and Prinz, Wolfgang and Ghellal, Sabiha",Combining multiple gaming interfaces in epidemic menace,2006,1595932984,Association for Computing Machinery,"New York, NY, USA",https://doi.org/10.1145/1125451.1125496,10.1145/1125451.1125496,"This paper presents the multiple gaming interfaces of the crossmedia game Epidemic Menace, including a game board station, a mobile assistant and a mobile Augmented Reality (AR) system. Each gaming interface offers different functionality within the game play. We explain the interfaces and describe early results of an ethnographic observation showing how the different gaming interfaces were used by the players to observe, collaborate and interact within the game.",CHI '06 Extended Abstracts on Human Factors in Computing Systems,313,6,"user interfaces, pervasive gaming, evaluation, design, crossmedia, computer games, augmented reality","Montr\'{e}al, Qu\'{e}bec, Canada",CHI EA '06,213–218
